"","variable","value"
"1","Variance",0.16
"2","Variance",0.261782178217822
"3","Variance",0.600792079207921
"4","Variance",-0.0772277227722772
"5","Variance",0.268514851485149
"6","Variance",0.780594059405941
"7","Variance",0.611881188118812
"8","Variance",0.399207920792079
"9","Variance",0.685940594059406
"10","Variance",0.0447524752475248
"11","Variance",0.673663366336634
"12","Variance",-0.131089108910891
"13","Variance",0.323168316831683
"14","Variance",0.276435643564356
"15","Variance",0.552871287128713
"16","Variance",0.810693069306931
"17","Variance",-0.456633663366337
"18","Variance",-0.0300990099009901
"19","Variance",0.503366336633663
"20","Variance",-0.348910891089109
"21","Variance",0.759207920792079
"22","Variance",-0.162772277227723
"23","Variance",0.14970297029703
"24","Variance",0.576633663366337
"25","Variance",0.208712871287129
"26","Variance",0.595643564356436
"27","Variance",-0.0681188118811881
"28","Variance",0.74970297029703
"29","Variance",0.594851485148515
"30","Variance",-0.175445544554455
"31","Variance",-0.181386138613861
"32","Variance",0.799207920792079
"33","Variance",0.322772277227723
"34","Variance",0.304950495049505
"35","Variance",0.742970297029703
"36","Variance",0.631287128712871
"37","Variance",0.345742574257426
"38","Variance",0.808712871287129
"39","Variance",0.893269230769231
"40","Variance",0.292277227722772
"41","Variance",0.441188118811881
"42","Variance",-0.363960396039604
"43","Variance",0.786930693069307
"44","Variance",0.827722772277228
"45","Variance",0.729504950495049
"46","Variance",0.133861386138614
"47","Variance",-0.278415841584158
"48","Variance",0.24950495049505
"49","Variance",0.0349531116794544
"50","Variance",-0.271683168316832
"51","Variance",0.930693069306931
"52","Variance",0.688712871287129
"53","Variance",0.232871287128713
"54","Variance",-0.428910891089109
"55","Variance",0.475643564356436
"56","Variance",0.407920792079208
"57","Variance",0.782574257425743
"58","Variance",-0.0396039603960396
"59","Variance",0.64950495049505
"60","Variance",0.817425742574257
"61","Variance",0.725148514851485
"62","Variance",0.485940594059406
"63","Variance",0.0637623762376238
"64","Variance",0.432079207920792
"65","Variance",0.178217821782178
"66","Variance",-0.438811881188119
"67","Variance",0.761584158415842
"68","Variance",0.441980198019802
"69","Variance",-0.0316831683168317
"70","Variance",-0.0186138613861386
"71","Variance",-0.324752475247525
"72","Variance",0.489108910891089
"73","Variance",0.828514851485148
"74","Variance",0.826086956521739
"75","Variance",0.416237623762376
"76","Variance",0.920792079207921
"77","Variance",0.624950495049505
"78","Variance",0.238019801980198
"79","Variance",-0.451485148514851
"80","Variance",0.873267326732673
"81","Variance",0.352475247524752
"82","Variance",-0.317227722772277
"83","Variance",0.78019801980198
"84","Variance",0.125148514851485
"85","Variance",0.751287128712871
"86","Variance",0.737029702970297
"87","Variance",0.158019801980198
"88","Variance",0.713663366336634
"89","Variance",0.533069306930693
"90","Variance",0.447128712871287
"91","Variance",-0.397623762376238
"92","Variance",0.794059405940594
"93","Variance",0.643168316831683
"94","Variance",0.611881188118812
"95","Variance",-0.0752475247524752
"96","Variance",0.809108910891089
"97","Variance",0.345346534653465
"98","Variance",-0.145742574257426
"99","Variance",-0.055049504950495
"100","Variance",0.613465346534653
"101","Variance",0.332277227722772
"102","Variance",0.0522772277227723
"103","Variance",0.628514851485149
"104","Variance",0.0875247524752475
"105","Variance",0.297029702970297
"106","Variance",0.767128712871287
"107","Variance",-0.220990099009901
"108","Variance",0.348910891089109
"109","Variance",0.391287128712871
"110","Variance",0.515643564356436
"111","Variance",-0.24950495049505
"112","Variance",0.297425742574257
"113","Variance",-0.183366336633663
"114","Variance",0.307326732673267
"115","Variance",0.0942574257425743
"116","Variance",0.814653465346535
"117","Variance",0.624158415841584
"118","Variance",0.0506930693069307
"119","Variance",0.304158415841584
"120","Variance",0.742970297029703
"121","Variance",0.911683168316832
"122","Variance",0.0245544554455446
"123","Variance",0.144950495049505
"124","Variance",0.0538613861386139
"125","Variance",0.747722772277228
"126","Variance",0.351683168316832
"127","Variance",0.268910891089109
"128","Variance",0.641584158415842
"129","Variance",0.545346534653465
"130","Variance",0.655765920826162
"131","Variance",0.00712871287128713
"132","Variance",0.592475247524752
"133","Variance",-0.283960396039604
"134","Variance",0.525544554455446
"135","Variance",0.434455445544554
"136","Variance",-0.226138613861386
"137","Variance",0.818217821782178
"138","Variance",-0.0198019801980198
"139","Variance",0.0768316831683168
"140","Variance",0.864158415841584
"141","Variance",0.523168316831683
"142","Variance",0.645148514851485
"143","Variance",-0.334653465346535
"144","Variance",0.512079207920792
"145","Variance",-0.115643564356436
"146","Variance",-0.306138613861386
"147","Variance",0.213465346534653
"148","Variance",0.0827722772277228
"149","Variance",0.745742574257426
"150","Variance",0.473267326732673
"151","Variance",-0.537821782178218
"152","Variance",0.407524752475247
"153","Variance",0.791683168316832
"154","Variance",0.678415841584158
"155","Variance",0.909306930693069
"156","Variance",-0.140594059405941
"157","Variance",-0.150891089108911
"158","Variance",0.864158415841584
"159","Variance",0.631287128712871
"160","Variance",0.207920792079208
"161","Variance",0.262574257425743
"162","Variance",0.647128712871287
"163","Variance",0.872475247524752
"164","Variance",-0.0316831683168317
"165","Variance",0.27960396039604
"166","Variance",0.0542574257425743
"167","Variance",-0.377821782178218
"168","Variance",0.103366336633663
"169","Variance",-0.337821782178218
"170","Variance",0.457821782178218
"171","Variance",0.081980198019802
"172","Variance",0.222574257425743
"173","Variance",0.793267326732673
"174","Variance",0.426930693069307
"175","Variance",0.903762376237624
"176","Variance",0.122376237623762
"177","Variance",-0.186138613861386
"178","Variance",0.425742574257426
"179","Variance",0.772277227722772
"180","Variance",-0.534257425742574
"181","Variance",0.0213861386138614
"182","Variance",-0.0455445544554455
"183","Variance",0.355643564356436
"184","Variance",0.315247524752475
"185","Variance",0.372023809523809
"186","Variance",-0.182178217821782
"187","Variance",0.901386138613861
"188","Variance",0.510891089108911
"189","Variance",-0.0273267326732673
"190","Variance",0.668910891089109
"191","Variance",0.595247524752475
"192","Variance",0.624158415841584
"193","Variance",0.111287128712871
"194","Variance",0.765940594059406
"195","Variance",0.876811594202899
"196","Variance",0.385742574257426
"197","Variance",0.0815841584158416
