"","variable","value"
"1","Variance",-0.144474612947077
"2","Variance",0.148257077327604
"3","Variance",-0.12017726913279
"4","Variance",-0.121146359724808
"5","Variance",-0.332100433829922
"6","Variance",0.0436621140756294
"7","Variance",-0.0683445126632401
"8","Variance",0.00789065633714952
"9","Variance",-0.019165628067133
"10","Variance",0.0638983879025087
"11","Variance",-0.0807806400260338
"12","Variance",-0.0947649630027887
"13","Variance",-0.151282113557131
"14","Variance",-0.0315610210280334
"15","Variance",-0.0784493156061131
"16","Variance",0.107672158341342
"17","Variance",-0.078446333460835
"18","Variance",0.054697335690287
"19","Variance",0.00927893954453592
"20","Variance",-0.0623813466654631
"21","Variance",0.0185782708799667
"22","Variance",0.115130464723631
"23","Variance",0.0933260249513368
"24","Variance",0.0717217562767981
"25","Variance",-0.11932836854007
"26","Variance",-0.121720700507717
"27","Variance",0.127932966641604
"28","Variance",-0.147549189962516
"29","Variance",-0.0681815679990926
"30","Variance",-0.0168838984396474
"31","Variance",0.00152347815646313
"32","Variance",-0.000666403397587864
"33","Variance",-0.0679841872907729
"34","Variance",-0.030687648592689
"35","Variance",-0.0376472140707528
"36","Variance",-0.136106988796999
"37","Variance",-0.0117235794690771
"38","Variance",0.122660456786768
"39","Variance",-0.0806484318689428
"40","Variance",-0.157028135557531
"41","Variance",-0.0727922953344133
"42","Variance",0.0724803413455378
"43","Variance",0.040738845250971
"44","Variance",-0.094672556018244
"45","Variance",-0.106701502142138
"46","Variance",0.152418944076623
"47","Variance",-0.0482009766193535
"48","Variance",-0.0179877614275597
"49","Variance",0.0577980623658184
"50","Variance",0.0952006982810926
"51","Variance",-0.128041973485154
"52","Variance",-0.023347999439062
"53","Variance",0.0128481835012503
"54","Variance",0.0998859144946898
"55","Variance",-0.107494739141326
"56","Variance",0.159098807634744
"57","Variance",-0.109851430374899
"58","Variance",-0.171691624486406
"59","Variance",-0.0998634509688735
"60","Variance",0.123822915353079
"61","Variance",-0.14172475858509
"62","Variance",0.0101331320556205
"63","Variance",-0.0106378738488699
"64","Variance",-0.190611353219981
"65","Variance",0.00862720137688907
"66","Variance",0.0241195925815353
"67","Variance",0.030465422897411
"68","Variance",0.0922584465053992
"69","Variance",-0.0470776507324567
"70","Variance",-0.0139513883720679
"71","Variance",0.0944071800917182
"72","Variance",0.114689026088714
"73","Variance",-0.0282267353164212
"74","Variance",0.0294839941589029
"75","Variance",0.170933283990253
"76","Variance",0.00477481371979168
"77","Variance",0.138321826666968
"78","Variance",-0.108012994878518
"79","Variance",0.0860994320871116
"80","Variance",-0.038904467420846
"81","Variance",0.0324904204290757
"82","Variance",0.0382323507385659
"83","Variance",0.106363854086335
"84","Variance",-0.0450861108731009
"85","Variance",-0.101262545205271
"86","Variance",0.16668970346247
"87","Variance",0.152666127910301
"88","Variance",0.131357868564968
"89","Variance",-0.101533840408658
"90","Variance",0.174579265235556
"91","Variance",-0.131467684363522
"92","Variance",0.14424360573904
"93","Variance",-0.0323980461349797
"94","Variance",0.0135314618683582
"95","Variance",0.222544581830947
"96","Variance",0.0395185899025174
"97","Variance",0.0532002271767198
"98","Variance",0.0036489490305342
"99","Variance",-0.0482009459057895
"100","Variance",-0.103478907449041
"101","Variance",0.0555773348244503
"102","Variance",0.185227787090972
"103","Variance",0.0758659928072841
"104","Variance",0.04731422439242
"105","Variance",0.108666109364189
"106","Variance",0.161446441719921
"107","Variance",0.185461712771987
"108","Variance",-0.103289206461311
"109","Variance",-0.0301322169824359
"110","Variance",-0.0963129165966064
"111","Variance",0.0718994373721117
"112","Variance",0.164636953240478
"113","Variance",0.00201259690167013
"114","Variance",-0.108571961208027
"115","Variance",-0.13371512746006
"116","Variance",-0.115680841762107
"117","Variance",-0.0724653206332067
"118","Variance",-0.00875314406681161
"119","Variance",0.0249687005982232
"120","Variance",0.122391527361546
"121","Variance",0.0448667115280149
"122","Variance",0.12066376183962
"123","Variance",-0.139546517817581
"124","Variance",-0.110788520635216
"125","Variance",-0.0857646369218091
"126","Variance",0.0173701629382163
"127","Variance",0.0716857373479838
"128","Variance",0.175982676768211
"129","Variance",-0.180863332314125
"130","Variance",-0.00855004171288721
"131","Variance",0.140960014250598
"132","Variance",0.0952673230874396
"133","Variance",0.00231710065820632
"134","Variance",-0.0172387569954486
"135","Variance",0.13838538858626
"136","Variance",0.0618807278270685
"137","Variance",-0.0445766266360382
"138","Variance",0.0469672977564026
"139","Variance",0.00331415381189903
"140","Variance",-0.04761332333827
"141","Variance",0.170164157698649
"142","Variance",0.127246334797089
"143","Variance",0.0494731519745149
"144","Variance",-0.0540331388665889
"145","Variance",0.0551057075027124
"146","Variance",0.0951424240843323
"147","Variance",-0.116921557060368
"148","Variance",-0.0401649488885797
"149","Variance",-0.0112181995802597
"150","Variance",-0.0219778502604024
"151","Variance",-0.0305671904847647
"152","Variance",0.119788339324071
"153","Variance",-0.0789938661876371
"154","Variance",-0.0624415402435838
"155","Variance",0.0698354685577714
"156","Variance",-0.076833810497225
"157","Variance",-0.0758566373119213
"158","Variance",-0.0070753389538233
"159","Variance",0.175654269132683
"160","Variance",-0.154507625321594
"161","Variance",-0.0951869724674725
"162","Variance",0.049448360251456
"163","Variance",0.231107189493081
"164","Variance",-0.217390146110572
"165","Variance",0.00904490436480868
"166","Variance",-0.113297890512034
"167","Variance",-0.195043816273256
"168","Variance",0.0674127602226183
"169","Variance",-0.0869492433567373
"170","Variance",-0.117839814510575
"171","Variance",-0.0655057553657023
"172","Variance",0.163123364374219
"173","Variance",-0.0310808582003328
"174","Variance",0.13023423060875
"175","Variance",-0.0997270942588698
"176","Variance",-0.129929241563473
"177","Variance",-0.0953190380502023
"178","Variance",0.122790587867782
"179","Variance",0.0780796032895778
"180","Variance",-0.216346014620013
"181","Variance",-0.0419514217922591
"182","Variance",0.138110317294774
"183","Variance",-0.0497821438257832
"184","Variance",0.00264169580543024
"185","Variance",-0.122008006126373
"186","Variance",-0.16961775287601
"187","Variance",-0.0473601391725756
"188","Variance",-0.0887367038391982
"189","Variance",0.261678189482509
"190","Variance",0.157236278254353
"191","Variance",0.0838378243876739
"192","Variance",-0.0622254176629955
"193","Variance",0.265897912375926
"194","Variance",0.0713180661127373
"195","Variance",0.0216035383270547
"196","Variance",0.0022861716076515
"197","Variance",0.123509400455389
"198","Variance",0.135040108203569
"199","Variance",-0.0193231230782503
"200","Variance",-0.0637125678591032
"201","Variance",-0.118212008954212
"202","Variance",-0.0363511546074173
"203","Variance",0.00422288100024219
"204","Variance",0.097485173821113
"205","Variance",-0.160687815101296
"206","Variance",-0.103426483776392
"207","Variance",0.15939769942304
"208","Variance",0.0607296690633264
"209","Variance",0.0367599241476758
"210","Variance",0.0657662685735951
"211","Variance",0.125309745175036
"212","Variance",-0.0619919580928452
"213","Variance",0.18541904556541
"214","Variance",-0.0514752677439912
"215","Variance",-0.0192472299573371
"216","Variance",0.148465217382238
"217","Variance",-0.0769965722963648
"218","Variance",0.116438399502907
"219","Variance",0.0211488680109048
"220","Variance",-0.166641981773195
"221","Variance",-0.117711860661207
"222","Variance",0.1233711208152
"223","Variance",0.0385123770211735
"224","Variance",-0.0712648972060534
"225","Variance",-0.0445392711520209
"226","Variance",-0.00774779042487036
"227","Variance",-0.0346381990655258
"228","Variance",-0.0426522323821018
"229","Variance",-0.0810465888220241
"230","Variance",-0.0941789115704517
"231","Variance",0.155497591149905
"232","Variance",-0.161620154877785
"233","Variance",-0.0717007805339795
"234","Variance",-0.127439979700892
"235","Variance",0.0953299397787848
"236","Variance",-0.0113859089206675
"237","Variance",0.179744856980851
"238","Variance",-0.0199531700395971
"239","Variance",-0.119345586582628
"240","Variance",-0.0679341165884725
"241","Variance",-0.0521641392410351
"242","Variance",-0.163769411793726
"243","Variance",-0.0960460829222373
"244","Variance",0.106907919045805
"245","Variance",-0.107420799588335
"246","Variance",0.0912723949121154
"247","Variance",-0.129868104618042
"248","Variance",-0.0564229147228571
"249","Variance",-0.00216118353798809
"250","Variance",-0.11296061645096
"251","Variance",0.0844462220322983
"252","Variance",-0.0328204797031202
"253","Variance",0.0785916801399274
"254","Variance",0.102665194993343
"255","Variance",-0.0211265348536469
"256","Variance",-0.0991969852123522
"257","Variance",-0.0143126778229819
"258","Variance",-0.12771959312048
"259","Variance",-0.0152861046725016
"260","Variance",-0.108907058250688
"261","Variance",0.0755675222325903
"262","Variance",-0.0040953570079439
"263","Variance",0.0833491428657977
"264","Variance",-0.219561535010073
"265","Variance",0.0761547281360733
"266","Variance",-0.054332929876474
"267","Variance",-0.0433920802792273
"268","Variance",0.057536075648346
"269","Variance",0.171792855426909
"270","Variance",0.0420882698511803
"271","Variance",-0.164033975807187
"272","Variance",0.0395772713882021
"273","Variance",-0.000870467013791995
"274","Variance",-0.00810044357604725
"275","Variance",0.122041127918757
"276","Variance",0.13565179702774
"277","Variance",-0.0612069040174034
"278","Variance",0.163557055935506
"279","Variance",-0.0061573652921798
"280","Variance",-0.0740121573204368
"281","Variance",0.0802748640955168
"282","Variance",0.036648904923632
"283","Variance",0.0655251949478963
"284","Variance",-0.146785313541843
"285","Variance",-0.0780908004407218
"286","Variance",0.0424495099509676
"287","Variance",-0.065649463853694
"288","Variance",0.060434701301739
"289","Variance",-0.0863932466614003
"290","Variance",-0.109302226834649
"291","Variance",-0.00598900913654534
"292","Variance",0.0135292406769448
"293","Variance",0.0794507695825947
"294","Variance",-0.172068964212035
"295","Variance",0.212170116990272
"296","Variance",-0.00030833001168267
"297","Variance",0.18066338267443
"298","Variance",0.00929010087751269
"299","Variance",0.0818629296946657
"300","Variance",-0.105171445355575
"301","Variance",0.0384702148458748
"302","Variance",-0.035866486627175
"303","Variance",0.147703253203491
"304","Variance",-0.0626369070785957
"305","Variance",-0.141997857304163
"306","Variance",-0.100504726825762
"307","Variance",0.0015990449705387
"308","Variance",-0.160273906896414
"309","Variance",-0.0518595431260262
"310","Variance",0.0861526667369556
"311","Variance",0.0728294503480518
"312","Variance",0.0972603049557096
"313","Variance",0.0888394876224126
"314","Variance",0.0447837955735535
"315","Variance",-0.0265677415912654
"316","Variance",-0.0334390648724826
"317","Variance",-0.00894637449802888
"318","Variance",0.170718140181269
"319","Variance",-0.0172457882325166
"320","Variance",-0.142940568021108
"321","Variance",-0.127706065550819
"322","Variance",-0.0476687581536403
"323","Variance",0.0317159431404512
"324","Variance",-0.0435482350501115
"325","Variance",-0.00713336785237076
"326","Variance",-0.0209598049994958
"327","Variance",0.0407678413583238
"328","Variance",0.0639603064477572
"329","Variance",-0.008509228535962
"330","Variance",-0.0661657806458641
"331","Variance",0.179222457437561
"332","Variance",0.107395257165198
"333","Variance",0.0348477127724523
"334","Variance",0.0230715209465059
"335","Variance",0.0454457624011752
"336","Variance",0.0963342950626736
"337","Variance",-0.156206964413722
"338","Variance",0.0515992768012311
"339","Variance",0.114097090372794
