"","variable","value","data","model"
"540","Variance",0.917685886235682,"null","OU"
"541","Variance",-0.0766841390021355,"null","OU"
"542","Variance",-0.885847408270239,"null","OU"
"543","Variance",-0.819064259367113,"null","OU"
"544","Variance",-0.63075131042516,"null","OU"
"545","Variance",0.619103086779266,"null","OU"
"546","Variance",-0.365171811298777,"null","OU"
"547","Variance",0.0172781984080761,"null","OU"
"548","Variance",0.26189089497185,"null","OU"
"549","Variance",-0.216074548631334,"null","OU"
"550","Variance",-0.221898660454281,"null","OU"
"551","Variance",-0.20442632498544,"null","OU"
"552","Variance",-0.841584158415841,"null","OU"
"553","Variance",0.935934769947583,"null","OU"
"554","Variance",-0.0168899242865463,"null","OU"
"555","Variance",0.797320908561444,"null","OU"
"556","Variance",-0.0440691127936323,"null","OU"
"557","Variance",0.307318967190837,"null","OU"
"558","Variance",-0.499514657348088,"null","OU"
"559","Variance",-0.780236847214133,"null","OU"
"560","Variance",-0.255290234905843,"null","OU"
"561","Variance",-0.564356435643564,"null","OU"
"562","Variance",0.622597553873034,"null","OU"
"563","Variance",-0.0933799262279169,"null","OU"
